"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Total fisheries production (metric tons)","ER.FSH.PROD.MT","4628345","6504690","8499620","8585759","11314824","9320962","11435136","12613197","13322597","11701691","15345414","13753232","7384977","5201447","7354968","6567078","8098760","6655870","8794667","9989698","9467457","10293840","11374863","9222397.1","12047537","13785134.22","15891141.58","13951558.24","16392183.24","17903340.2","16198384","17254803","18161747","19519098.5","24547453.5","21964667","22302371","19896871","13137488","18972037","20783547","18182206","19397235","16029659","21109706.5","20464111.6","18326499.243","18153538.49","18501763.73","17853651.66","14062917.25","18796045.23","14936291.71","15275244.16","13827874.63","14307688.65","13103257.17","","","",
"Timor-Leste","TLS","Total fisheries production (metric tons)","ER.FSH.PROD.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3401","3621","3561","3720","3850","4015","3672","3323","3313","4295","4752","4752","4756","4756","4756","4756","4756","4760","","","",
"Middle East & North Africa (IDA & IBRD countries)","TMN","Total fisheries production (metric tons)","ER.FSH.PROD.MT","356278","377996","389468","396210","450471","438625","532365","470874","439105","451718","477323","456841","500280","647339","620613","570763","652287","642477","664002.9","733903.8","788327.1","823660.1","859947.6","958706.249","1000748.836","1090228.02","1260326.571","1258976.06","1413152.7","1400797.32","1467630.06","1529708.55","1559863.81","1665917.35","1844043.51","2014955.72","1822040.21","2035308.5","2060151.7","2218315.43","2482021.93","2771106.1","2681435.97","2795544.72","2846513.6","3036226.6","3062572.9","3023843.8","3134548.05","3399199.31","3582937.54","3531430.2","3963804","4182252.6","4367196.8","4378799.99","4740228","","","",
"Tonga","TON","Total fisheries production (metric tons)","ER.FSH.PROD.MT","400","400","400","400","400","500","500","500","500","500","400","500","500","600","726","901","1019","1197","1210","2000","1994","2093","2134","2237","2385","2561","2814","2790","2731","2699","1644","1935","2237","2375","2499","2727","2955","2924","4172","4698","4308","5017","5327","4826","3385","2647","2887","2732.5","2595.61","2255.2","2376.3","2380.3","2587","1845.04","1924.31","1831.405","1700","","","",
"South Asia (IDA & IBRD)","TSA","Total fisheries production (metric tons)","ER.FSH.PROD.MT","1701786","1560568","1642768","1724144","2086044","2147236","2224173","2261428","2458164","2559870","2751593","2882592","2801322","3152148","3409453","3243420","3194656","3396766","3441951","3491261","3598363","3665197","3640594","3834003","4222415","4263739","4470951","4485063","4768595","5310764","5485168","5859201","6120719.1","6532135.9","6825727.7","7032198.9","7439858.3","7813169.8","7844709.9","8382640.7","8410541.6","8752972","8938304","9155260.2","9426742.4","9881136","10516947","10521745","11650355","11877762.7","12708385.1","12350014.2","13647928.14","13971855.1","14827537.3","15166154.8","16102612.2","","","",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Total fisheries production (metric tons)","ER.FSH.PROD.MT","1973107","2145237","2295207","2429861","2713623","2790405","2967137","3360231","3871208","3853572","3361168","3422351","3754357","3902648","3909383","3692301","3410414","3384720","3364896","3250378","3094722","3187190","3166685","3385859","3291786","3343811","3581992","4392240","4336138.3","3984523","4087516.24","3774555.9","4644720.3","4555850.4","4283106.1","4531916.7","4507809.2","4707004.9","4897136.4","5076304.95","5283702.9","5379408.5","5411854.8","5741289.2","6029212.3","6007595.65","5656995.2","5837625.2","5902391.35","5946606","6369330.8","6592411.8","7095522.15","6992885.83","7240869.03","7389284.89","7846616.22","","","",
"Trinidad and Tobago","TTO","Total fisheries production (metric tons)","ER.FSH.PROD.MT","2400","2400","2400","2400","2400","3000","3000","3200","3400","3400","3600","4100","3700","4000","3725","4417","4417","4303","4823","3840","4461","3804","4574","4541","3764","5560","4347","7714","9211","11468","12364","11504","13003","9002","14050","11515","9450","11296","14859","14707","14259","16605","18775","14599","14738.5","17021.5","13148.5","13482.3","13845.69","13890.36","13943.5","13120.75","12069.55","13145.55","13206.45","13289.8","13038.1","","","",
"Tunisia","TUN","Total fisheries production (metric tons)","ER.FSH.PROD.MT","16650","21800","20804","26060","21676","23201","26193","28207","28484","30127","22660","25870","28289","30674","42347","45273","50033","55738","56424.8","59749.1","61123.5","58067.5","63806","68111.3","75855.16","89825.51","91402.84","97716.5","100176.2","93937.5","85236.52","86513.55","87347","83417.25","86946.81","84215.72","84885.01","88265.3","89939.6","93490.23","96223.83","99394.1","98707.57","92348.12","112679.7","111756.3","114249.5","107402.2","99750.75","99443.81","98602.8","108784","116151","120893.7","122604.8","133442","131229","","","",
"Turkey","TUR","Total fisheries production (metric tons)","ER.FSH.PROD.MT","87860","81280","60200","130420","121150","134580","117056","188163","133578","169580","174241","160880","175487","146974","129418","122494","153520","165435","245221","350902","428225","471720","505206","559267","569168.1","580782.1","582930.9","627998","674004.5","454841.3","384986.1","364784","456459","557973","603574","652585","553630.5","504605","543901","636827","582383","594980","627847","587715","644932","546063","662381","773193","647014","623556","653646","703653","645249","607991.6","536516","670873","585657","","","",
"Tuvalu","TUV","Total fisheries production (metric tons)","ER.FSH.PROD.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","80","100","150","180","429","784","840","313","660","933","1409","519","518","526","499","1460","561","399","400","500","500","500","500","500","600","1505","2451","2561","3161","3771","4380","5230.5","11468.5","11853.5","17621.5","12925.5","7381.5","6150.5","7686.5","","","",
"Tanzania","TZA","Total fisheries production (metric tons)","ER.FSH.PROD.MT","70800","73100","73300","79000","103000","104700","104200","131000","155600","154200","191220","183601","158026","164192","174826","212076","233744","272541","213484","182832","231192","233897","230886","242774","280909","304787","314000","346498","397565.3","382058","418393.2","330779.8","335133.3","336250.4","293171.1","364555","328716.2","361953.2","353354.9","316450","328474","343287.7","331687","356691.7","367257.7","378854","339636","430711","331503","340676","358717.5","356156.7","389343.4","390426.1","352329.2","386192.4","383513.6","","","",
"Uganda","UGA","Total fisheries production (metric tons)","ER.FSH.PROD.MT","62600","61200","64500","69600","70500","76300","83300","99600","108400","125300","129000","137000","166000","169500","167500","188000","152400","219220","223830","179930","165840","166590","170035","172000","212331","160833","197635","200038","214325","212247","245275","214633","264977","219901","213308","208983","195298","218386","220948","226572","220176","223086","226813","247310","377328","427575","399491","482610","455750","488654.1","508805","523127.7","503544","517312","572219","513795","507295.2","","","",
"Ukraine","UKR","Total fisheries production (metric tons)","ER.FSH.PROD.MT","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1065154","993193","954497","762061","524124","365945","320991","426256","441151","399167","490859","442697","422836","342015","296615.8","283243.1","248622.2","296861","238409","243365","258416","244800.5","232812.9","203537.2","178107.9","226797.6","167517","142643.3","97167.6","","","",
"Upper middle income","UMC","Total fisheries production (metric tons)","ER.FSH.PROD.MT","8893175","10937409","12927687","13216039","15859916","14677911","16345320","18512602","19714177","18505001","21542104","20232380","15141679","13332690","15536725","15113271","16239911","15810334","17452118","17402911","16784885","17325476","18909192","17298704","20180955.48","22639451.82","25977436.48","27138552.24","39076990.74","39653481.72","39303960.51","40474315.78","43860197.11","48684514.73","55755265.5","58650455.1","63543719.6","62626770.5","61162929.11","67378447.72","71198940.5","69409876.6","72101308.6","71539527.6","77646612.46","79197857.8","79464709.993","81376825.29","82785070.27","85491771.89","86141780.06","92971517.06","94264624.08","98198401.91","98412519.712","102459344.035","104775698.11","","","",
"Uruguay","URY","Total fisheries production (metric tons)","ER.FSH.PROD.MT","10900","10500","7700","8100","12200","15800","12500","10900","11000","12700","13200","14400","20600","17500","16000","26333","33804","48374","74299","108170","120399","146919","118988","143416","132969","138413","140753","137805","107347","121716","90832","143714","125758","118820","120742","126466","123351","136973","140726","106615","113411","104999","108119","117293","123011","125867.1","134024","108753.2","108833","80926.41","74237.97","89346.82","76253.23","59413.86","65297","59743.83","51569.65","","","",
"United States","USA","Total fisheries production (metric tons)","ER.FSH.PROD.MT","2819044","2954551","3007924","2777749","2643835","2782558","2556493","2439025","2542058","2555898","2962979","3050820","2946225","2978682","3053006","3065741","3272174","3211927","3636483","3722375","3871666","3931248","4214408","4421466","5048228","5043441","5253141","6077501","6028323","5860605","5936132","5607652","5688778","6025071","6043960","5712653","5454047","5493228","5180987","5310497","5216830","5462163","5483648","5534652","5602988","5475187","5378772","5296214","4861785","4715028","4893331","5520449","5521244","5582390","5405670","5471445","5375386","","","",
"Uzbekistan","UZB","Total fisheries production (metric tons)","ER.FSH.PROD.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","26221","25526","26763","27439","26479","23401","17654","13808","7206","10565","9765","8964","8958","7388","6424","5218","4993","6700","7200","7100","7900","9262","10732","17235.3","25884.9","37505.2","46391.8","59852.4","65321.7","","","",
"St. Vincent and the Grenadines","VCT","Total fisheries production (metric tons)","ER.FSH.PROD.MT","400","400","400","500","500","500","500","500","400","500","600","300","300","200","283","549","379","581","698","547","500","500","500","480","480","483","599","703","4647","5820","9022","8167","2171","2240","3922","1033","989","6145","34108","17804","22799","31944","46076","37767","78315","44104","51584","63309","55898","59587","66368","76574","10240","39496","81413","26206","23077","","","",
"Venezuela, RB","VEN","Total fisheries production (metric tons)","ER.FSH.PROD.MT","84700","84920","94916","97307","110611","119408","116929","107528","126105","134115","126740","139076","152265","162686","145476","154797","150777","154762","182930","168389","188205","181446","211234","230895","260239","265578","285129","299368","285342","328161","336449","340386","333292","398853","442520","506739","503684","479269","514093","411273","373144","484750","527759","519545","597599","422358","339752.5","367909.3","314328.6","331327","237078.3","226228.2","239409.2","240795","240433.7","259551.4","310173","","","",
"British Virgin Islands","VGB","Total fisheries production (metric tons)","ER.FSH.PROD.MT","300","400","400","400","400","400","400","300","300","300","300","300","300","300","306","318","330","340","350","360","370","380","390","407","470","520","543","565","582","615","624","634","453","343","470","532","506","105","116","115","43","837","1062","2771","1262","1295","1308","1251","1202","1201","1201","1200","1196","1203","1205","1200","1200","","","",
"Virgin Islands (U.S.)","VIR","Total fisheries production (metric tons)","ER.FSH.PROD.MT","500","500","500","500","500","500","600","600","600","600","600","600","500","500","500","503","500","602","557","547","688","618","891","615","703","618","939","901","694","805","702","904","940","1000","1070","1170","1240","1310","1480","1549","1673","1738","1796","1867","1970","1634","2223","1468","1324","1403","1050","1013","621","547","491.64","386","559","","","",
"Vietnam","VNM","Total fisheries production (metric tons)","ER.FSH.PROD.MT","473160","474120","544980","629940","648510","676590","682170","712460","711850","765750","618000","688300","778500","814300","572800","546800","610800","588800","584000","601000","559660","597866","662208","758138","777308","809510","830322","869000","885033","954939","941227","999174","1041006","1120204","1369993","1474008","1531932","1608703","1647874","1897168","2143129","2327856","2520639","2808507","3153651","3440200","3699327","4174900","4532150","4749480","4951028","5221685","5590574","5803722","6048983","6207514","6420471","","","",
"Vanuatu","VUT","Total fisheries production (metric tons)","ER.FSH.PROD.MT","1400","1400","1400","1500","1500","1800","1800","1800","1800","1800","2100","2200","2300","2400","2510","2610","2710","2816","2825","2819","2937","2715","2715","2542","2956","8196","16888","20078","25886","27200","41975","44367","45019","40755","47357","57904","47696","70357","75019","91433","70589","36176","44968","113867","212787.6","229554","222675","213728.2","172635","150581.1","101349","59371.5","63483.88","61938.18","69936.9","82201.54","44017.8","","","",
"World","WLD","Total fisheries production (metric tons)","ER.FSH.PROD.MT","36819360","40578240","44050083","45244047.1","49989504.1","51257966.4","55360381.8","58936342","62428544","61141372","67412833","67848380","63951403","64732237","68411940","68160736","71736517","71365632","73709110","74298328.5","75604495","78127363.033","80334531.738","81035539.376","87846404.861","90734456.097","97605975.021","99566884.741","104597701.186","106089534.033","102874756.451","103226563.865","107627075.599","112216974.861","121159878.186","124928828.171","128950267.368","128760311.509","123338426.064","132416866.13","136488432.45","136282794.154","139688317.297","139830434.216","148746929.409","151518162.009","152829754.389","156495951.973","159493839.451","163312149.755","166876013.869","175816233.951","180532909.305","188864093.606","193445421.811","199741128.597","","","","",
"Samoa","WSM","Total fisheries production (metric tons)","ER.FSH.PROD.MT","500","600","600","600","600","600","700","700","700","700","900","900","900","900","900","1000","1100","1250","1090","1890","1990","3095","4020","3820","3720","3641","3186","3076","2500","2530","1505","1595","2436","1986","2591","4094","4410","7868","9364","8562","8595","8613","10881","9703","9934","9836","12435","14094","13902","13284","12845","11457","11905.6","11204.73","7506.562","8714.34","8811","","","",
"Kosovo","XKX","Total fisheries production (metric tons)","ER.FSH.PROD.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Yemen, Rep.","YEM","Total fisheries production (metric tons)","ER.FSH.PROD.MT","22300","22000","22000","22000","25000","25000","25000","27000","27000","27000","27400","26400","31600","43200","51244","50829","65022","66096","67047","69600","78444","71164","55449","57906","64273","73855","73018","72916","73943","71881","77310","85998","79893","82356","81885","107970","104955","115654","127620","124384","114750","142198","179584","228116","256300","238780","229960","180216","132212","179753","164011","157411","230616","235342","219762","180813","154450","","","",
"South Africa","ZAF","Total fisheries production (metric tons)","ER.FSH.PROD.MT","879000","1036600","1088300","1195114","1253206","1351309","1369292","1701900","2132600","1887100","1277950","1214550","1188004","1423825","1477296","1413953","1210309","1020512","1039483","1011209","866050","879406","838126","948732","758281","799023","843614","1447221","1324334","889864","549197","512178","705926","574396","532331","585979","453193","530260","579466","609605","667086","785547","797769","847226","917685","831004","635071","696526","661336","528334","645803.6","550267.3","725162.5","437660","616473","579742.4","630064","","","",
"Zambia","ZMB","Total fisheries production (metric tons)","ER.FSH.PROD.MT","19500","20400","22200","40100","42300","40100","40100","38500","41300","44000","52100","46800","49900","50400","46929","57464","54267","53737","47577","49526","51015","39598","55881","54377","65895","68363","56924","64984","61977","68106","66328","68945","71564","70423","74587","74627","71102","70641","74097","71507","70911","67520","67630","70833","72850","70873","65447","79418","85044","93221","86686","79894","93626","95458","100107","106473","114203","","","",
"Zimbabwe","ZWE","Total fisheries production (metric tons)","ER.FSH.PROD.MT","1300","1300","1300","1300","1900","2000","2000","2000","2000","2000","2000","2500","3002","3012","3109","3685","4550","4771","7772","9874","13288","16432","17515","13613","16415","17400","18952","19184","22222","24055","25764","22159","21733","21360","20349","16613","16557","18326","16541","13613","15265","14585","13763","13250","13505","12922","13000","13050","13152","13202","13982","19582","20740","23490","24750","25500","25796","","","",
